step, m1, m2, b1, b2
3255, -3.270852618484144, -3.2708526184841396, 291.40478504778685, 448.73875156011707
3256, -3.2708526184841418, -3.270852618484142, 301.93045908759143, 425.0613894015893
3257, -3.27085261848414, -3.270852618484144, 291.81899922944075, 435.4717512624382
3258, -3.2708526184841427, -3.2708526184841378, 317.721056997009, 420.3301655920069
3259, -3.2708526184841427, -3.270852618484139, 281.8569903726392, 446.03156412463585
3260, -3.2708526184841418, -3.2708526184841396, 285.7427164077166, 449.9172901597131
3261, -3.2708526184841396, -3.2708526184841427, 301.6656959072864, 438.4778407006173
3262, -3.2708526184841413, -3.2708526184841404, 310.8463109349491, 413.45541952994705
3263, -3.2708526184841387, -3.2708526184841396, 297.76290046101246, 427.73443801467664
3264, -3.27085261848414, -3.270852618484141, 294.8250886676199, 445.3184479402837
3265, -3.270852618484143, -3.270852618484139, 312.04191894574217, 414.65102754074013
3266, -3.27085261848414, -3.270852618484143, 285.14491240232013, 449.3194861543169
3267, -3.2708526184841418, -3.2708526184841413, 295.53820485197235, 432.350349645303
3268, -3.2708526184841387, -3.270852618484139, 277.25814815320956, 455.11393638453944
3269, -3.270852618484139, -3.2708526184841427, 298.69374529150065, 442.34649732449793
3270, -3.270852618484138, -3.2708526184841413, 275.61418713836906, 453.4699753696992
3271, -3.270852618484143, -3.2708526184841378, 306.71289113076364, 429.843821444761
3272, -3.2708526184841404, -3.2708526184841404, 294.97453966896916, 445.46789894163294
3273, -3.270852618484142, -3.270852618484141, 302.2293610902897, 425.3602914042873
3274, -3.2708526184841396, -3.270852618484143, 291.22119522404427, 434.8739472570417
3275, -3.270852618484141, -3.270852618484144, 318.61776300510365, 421.2268716001019
3276, -3.2708526184841435, -3.27085261848414, 291.8531380518342, 449.1871045641642
3277, -3.270852618484144, -3.27085261848414, 288.9964996150041, 439.4898588876676
3278, -3.2708526184841396, -3.270852618484139, 288.11686301810585, 445.45082953043607
3279, -3.2708526184841387, -3.2708526184841396, 291.3706462253933, 435.0233982583906
3280, -3.2708526184841418, -3.2708526184841396, 286.34052041311315, 450.51509416510976
3281, -3.27085261848414, -3.2708526184841458, 298.84319629284965, 442.4959483258473
3282, -3.2708526184841427, -3.2708526184841396, 295.2393028492741, 432.0514476426046
3283, -3.270852618484141, -3.270852618484141, 269.22193290275, 460.7589356134129
3284, -3.270852618484138, -3.270852618484141, 283.33443097493387, 440.66839748726414
3285, -3.27085261848414, -3.27085261848414, 282.9202167932797, 453.9353977849432
3286, -3.2708526184841364, -3.270852618484137, 295.2563722604706, 438.9091242934676
3287, -3.2708526184841435, -3.270852618484143, 290.65753004104124, 447.99149655337163
3288, -3.2708526184841387, -3.2708526184841427, 298.2453922874532, 441.89814432045057
3289, -3.270852618484141, -3.2708526184841427, 280.51193136049704, 444.6865051124939
3290, -3.2708526184841396, -3.2708526184841413, 303.5914895136286, 433.5630270672927
3291, -3.270852618484138, -3.2708526184841418, 304.18929351902494, 434.1608310726893
3292, -3.2708526184841387, -3.270852618484142, 308.8052051496512, 431.9361354636491
3293, -3.2708526184841387, -3.27085261848414, 300.88430207814747, 424.0152323921452
3294, -3.2708526184841427, -3.2708526184841387, 304.4711261105267, 427.60205642452405
3295, -3.2708526184841404, -3.2708526184841444, 279.35046217209737, 457.2062504034276
3296, -3.2708526184841404, -3.270852618484139, 272.06150192838345, 463.59850463904644
3297, -3.2708526184841387, -3.27085261848414, 300.88430207814747, 424.0152323921452
3298, -3.2708526184841396, -3.270852618484138, 302.41295091403214, 439.22509570736287
3299, -3.270852618484141, -3.270852618484139, 287.23722642120777, 451.41180017320465
3300, -3.2708526184841413, -3.2708526184841404, 308.95465615100045, 432.08558646499813
3301, -3.270852618484138, -3.270852618484143, 291.07174422269503, 434.7244962556925
3302, -3.2708526184841387, -3.270852618484142, 283.06966779462874, 454.08484878629247
3303, -3.270852618484141, -3.270852618484141, 269.22193290275, 460.7589356134129
3304, -3.2708526184841413, -3.270852618484143, 279.6322947635991, 450.6474757552626
3305, -3.2708526184841396, -3.270852618484141, 289.76082403294635, 447.0947905452765
3306, -3.2708526184841413, -3.2708526184841404, 310.8463109349491, 413.45541952994705
3307, -3.270852618484139, -3.2708526184841427, 293.1811276527795, 443.6744869254433
3308, -3.2708526184841413, -3.270852618484138, 272.64223652258335, 457.33863199357967
3309, -3.2708526184841404, -3.2708526184841404, 294.22728466222344, 444.72064393488733
3310, -3.270852618484139, -3.2708526184841396, 297.1992352780093, 440.8519873110065
3311, -3.27085261848414, -3.2708526184841404, 281.1097353658936, 445.2843091178903
3312, -3.2708526184841396, -3.2708526184841413, 319.21556701050014, 421.8246756054984
3313, -3.2708526184841387, -3.2708526184841396, 290.8069810423902, 448.1409475547204
3314, -3.2708526184841396, -3.2708526184841387, 272.80875693512905, 464.345759645792
3315, -3.2708526184841413, -3.27085261848414, 306.8623421321127, 429.9932724461103
3316, -3.2708526184841418, -3.27085261848414, 284.69655939827265, 448.8711331502695
3317, -3.2708526184841387, -3.2708526184841404, 304.3046056979808, 420.5949287723119
3318, -3.270852618484144, -3.2708526184841418, 301.0678919018902, 437.88003669522084
3319, -3.2708526184841435, -3.2708526184841418, 276.8097951491623, 454.6655833804923
3320, -3.270852618484141, -3.2708526184841396, 275.9301585522642, 460.62655402326055
3321, -3.270852618484141, -3.270852618484142, 296.2854598587179, 433.0976046520487
3322, -3.270852618484141, -3.2708526184841378, 269.5208349054483, 461.057837616111
3323, -3.2708526184841387, -3.270852618484142, 304.32167510917753, 427.45260542317527
3324, -3.2708526184841418, -3.2708526184841396, 309.087037741153, 425.37736081548394
3325, -3.2708526184841396, -3.2708526184841413, 301.0337530794966, 424.1646833934945
3326, -3.2708526184841404, -3.2708526184841435, 273.389491529329, 458.0858870003256
3327, -3.270852618484142, -3.27085261848414, 302.6777140943372, 425.80864440833466
3328, -3.2708526184841427, -3.270852618484142, 295.08985184792493, 431.9019966412557
3329, -3.27085261848414, -3.2708526184841404, 281.1097353658936, 445.2843091178903
3330, -3.2708526184841444, -3.270852618484139, 301.2002734920427, 431.17181104570653
3331, -3.2708526184841413, -3.2708526184841413, 279.18394175955154, 450.199122751215
3332, -3.270852618484137, -3.2708526184841404, 279.78174576494797, 450.79692675661175
3333, -3.2708526184841364, -3.2708526184841404, 294.34259684117904, 431.15474163451
3334, -3.2708526184841427, -3.270852618484137, 312.3749597708338, 428.6652828451646
3335, -3.270852618484141, -3.270852618484144, 318.61776300510365, 421.2268716001019
3336, -3.2708526184841427, -3.2708526184841413, 271.16479592028884, 462.7017986309519
3337, -3.2708526184841427, -3.2708526184841373, 283.48388197628304, 440.8178484886129
3338, -3.270852618484141, -3.2708526184841458, 291.5542360491359, 448.8882025614664
3339, -3.270852618484139, -3.2708526184841396, 314.4502043785248, 423.89992021318926
3340, -3.2708526184841387, -3.2708526184841418, 306.5634401294144, 429.694370443412
3341, -3.2708526184841396, -3.27085261848414, 290.64046062984437, 441.13381990250804
3342, -3.2708526184841387, -3.27085261848414, 290.78991163119343, 441.2832709038573
3343, -3.270852618484139, -3.2708526184841387, 287.3696080113601, 444.7035745236904
3344, -3.2708526184841404, -3.270852618484143, 280.9773537757411, 451.9925347674047
3345, -3.2708526184841435, -3.270852618484137, 303.8733221051302, 427.00425241912745
3346, -3.2708526184841378, -3.2708526184841418, 312.0760577681353, 428.3663808424665
3347, -3.270852618484141, -3.270852618484142, 310.8804497573424, 427.1707728316737
3348, -3.270852618484143, -3.2708526184841387, 281.5751577811377, 452.590338772801
3349, -3.2708526184841444, -3.27085261848414, 269.37138390409933, 460.908386614762
3350, -3.2708526184841396, -3.2708526184841413, 301.0337530794966, 424.1646833934945
3351, -3.270852618484139, -3.270852618484143, 282.6213147905814, 453.63649578224533
3352, -3.270852618484139, -3.270852618484139, 289.7437546217497, 440.2371138944132
3353, -3.270852618484142, -3.2708526184841413, 280.0806477676463, 451.09582875931
3354, -3.2708526184841396, -3.2708526184841413, 268.3252268946551, 459.8622296053182
3355, -3.2708526184841444, -3.270852618484141, 273.0905895266309, 457.7869849976272
3356, -3.2708526184841404, -3.2708526184841413, 286.754734594767, 437.248093867431
3357, -3.2708526184841387, -3.270852618484138, 299.27447988570043, 436.08662467903093
3358, -3.2708526184841404, -3.2708526184841396, 271.01534491893955, 462.5523476296025
3359, -3.270852618484137, -3.270852618484142, 272.9411385252815, 457.6375339962782
3360, -3.270852618484141, -3.2708526184841404, 293.7447928357827, 430.5569376291135
3361, -3.2708526184841373, -3.270852618484142, 296.8832638641143, 433.6954086574452
3362, -3.2708526184841396, -3.270852618484141, 289.76082403294635, 447.0947905452765
3363, -3.270852618484142, -3.2708526184841404, 305.66673412131973, 428.7976644353172
3364, -3.2708526184841435, -3.270852618484138, 311.14521293764744, 413.7543215326452
3365, -3.2708526184841396, -3.2708526184841418, 275.18290354551846, 459.87929901651495
3366, -3.270852618484137, -3.2708526184841404, 279.78174576494797, 450.79692675661175
3367, -3.2708526184841413, -3.270852618484138, 272.64223652258335, 457.33863199357967
3368, -3.2708526184841418, -3.2708526184841413, 309.10410715234974, 432.23503746634725
3369, -3.2708526184841418, -3.27085261848414, 264.904923274822, 463.28253322515144
3370, -3.270852618484137, -3.2708526184841413, 282.15589237533726, 446.3304661273343
3371, -3.2708526184841396, -3.27085261848414, 308.32271332321056, 417.77242915787514
3372, -3.270852618484143, -3.2708526184841427, 312.5244107721828, 428.81473384651406
3373, -3.2708526184841427, -3.270852618484142, 294.0778336608744, 444.57119293353816
3374, -3.2708526184841418, -3.27085261848414, 284.69655939827265, 448.8711331502695
3375, -3.270852618484142, -3.2708526184841418, 302.07991008894055, 425.21084040293823
3376, -3.270852618484141, -3.270852618484138, 306.6958217195668, 422.9861447938979
3377, -3.270852618484142, -3.270852618484139, 304.9365485257708, 434.9080860794346
3378, -3.270852618484139, -3.2708526184841396, 291.9855196419866, 442.47887891465024
3379, -3.270852618484141, -3.2708526184841378, 269.5208349054483, 461.057837616111
3380, -3.2708526184841396, -3.270852618484138, 288.1339324293026, 452.30850618129915
3381, -3.27085261848414, -3.270852618484141, 280.2130293577988, 444.3876031097956
3382, -3.27085261848414, -3.2708526184841413, 285.44381440501826, 449.6183881570151
3383, -3.27085261848414, -3.2708526184841413, 304.9194791145739, 428.05040942857164
3384, -3.2708526184841396, -3.270852618484142, 314.89855738257216, 424.34827321723685
3385, -3.270852618484144, -3.270852618484139, 298.21125346506, 428.1827910187241
3386, -3.2708526184841378, -3.270852618484138, 300.43594907410005, 423.5668793880977
3387, -3.2708526184841387, -3.2708526184841396, 297.76290046101246, 427.73443801467664
3388, -3.2708526184841413, -3.2708526184841427, 300.7348510767985, 423.86578139079614
3389, -3.270852618484141, -3.2708526184841387, 297.33161686816175, 434.1437616614925
3390, -3.270852618484142, -3.2708526184841418, 279.9141273551006, 444.08870110709756
3391, -3.2708526184841364, -3.2708526184841396, 279.20101117074813, 457.0567994020781
3392, -3.2708526184841378, -3.2708526184841396, 274.2861975374237, 458.9825930084201
3393, -3.2708526184841418, -3.2708526184841418, 280.362480359148, 444.53705411114476
3394, -3.270852618484138, -3.2708526184841418, 285.12784299112326, 442.4618095034537
3395, -3.27085261848414, -3.2708526184841373, 296.75088227396196, 440.40363430695913
3396, -3.2708526184841378, -3.2708526184841396, 296.15307826856537, 439.8058303015627
3397, -3.270852618484142, -3.2708526184841413, 266.3994332883133, 464.777043238643
3398, -3.2708526184841396, -3.2708526184841427, 288.84704861365486, 439.3404078863187
3399, -3.2708526184841418, -3.2708526184841396, 283.20204938478145, 447.37662313677816
3400, -3.270852618484144, -3.2708526184841396, 291.40478504778685, 448.73875156011707
3401, -3.270852618484141, -3.270852618484141, 299.4239308870495, 436.2360756803803
3402, -3.2708526184841413, -3.2708526184841396, 287.20308759881453, 437.696446871478
3403, -3.270852618484141, -3.270852618484137, 270.7164429162413, 462.2534456269041
3404, -3.27085261848414, -3.270852618484142, 287.6855794252552, 451.860153177252
3405, -3.270852618484139, -3.270852618484141, 309.21941933130535, 418.66913516597
3406, -3.2708526184841435, -3.270852618484141, 297.0497842766604, 440.70253630965755
3407, -3.270852618484139, -3.2708526184841413, 282.3224127878832, 453.33759377954686
3408, -3.2708526184841387, -3.2708526184841396, 297.76290046101246, 427.73443801467664
3409, -3.270852618484141, -3.270852618484139, 287.23722642120777, 451.41180017320465
3410, -3.270852618484141, -3.2708526184841427, 278.7355887555043, 449.7507697471678
3411, -3.27085261848414, -3.2708526184841404, 281.1097353658936, 445.2843091178903
3412, -3.2708526184841404, -3.2708526184841444, 279.35046217209737, 457.2062504034276
3413, -3.270852618484147, -3.2708526184841418, 302.0969795001374, 432.0685170538016
3414, -3.2708526184841396, -3.2708526184841418, 315.04800838392117, 424.49772421858586
3415, -3.270852618484139, -3.2708526184841427, 293.1811276527795, 443.6744869254433
3416, -3.2708526184841404, -3.27085261848414, 288.2833834306518, 452.4579571826485
3417, -3.2708526184841413, -3.270852618484143, 279.6322947635991, 450.6474757552626
3418, -3.2708526184841396, -3.2708526184841404, 292.8651562388846, 436.51790827188177
3419, -3.270852618484142, -3.270852618484141, 302.2293610902897, 425.3602914042873
3420, -3.2708526184841342, -3.2708526184841413, 276.0625401424165, 453.9183283737466
3421, -3.270852618484141, -3.270852618484139, 269.08955131259756, 467.467161262927
3422, -3.27085261848414, -3.270852618484139, 278.1548541613044, 456.01064239263417
3423, -3.2708526184841413, -3.2708526184841404, 308.95465615100045, 432.08558646499813
3424, -3.2708526184841418, -3.2708526184841387, 300.60246948664604, 430.57400704031005
3425, -3.2708526184841418, -3.2708526184841396, 285.7427164077166, 449.9172901597131
3426, -3.2708526184841418, -3.2708526184841396, 315.1974593852706, 424.6471752199351
3427, -3.2708526184841387, -3.2708526184841387, 304.90240970337726, 421.1927327777084
3428, -3.2708526184841427, -3.270852618484142, 269.38845331529586, 467.7660632656256
3429, -3.2708526184841387, -3.270852618484142, 273.2400405279797, 457.93643599897626
3430, -3.2708526184841413, -3.27085261848414, 283.7827839789813, 441.1167504913117
3431, -3.270852618484141, -3.27085261848414, 303.2925875109304, 433.2641250645945
3432, -3.2708526184841404, -3.2708526184841418, 286.02454899921815, 443.35851551154843
3433, -3.27085261848413, -3.2708526184841418, 294.0607642496775, 437.7135162826749
3434, -3.27085261848414, -3.270852618484138, 287.9844814279534, 452.1590551799501
3435, -3.270852618484141, -3.2708526184841396, 305.20131170607556, 421.49163478040657
3436, -3.2708526184841404, -3.2708526184841404, 300.02173489244626, 436.83387968577676
3437, -3.270852618484138, -3.270852618484141, 311.74301694304376, 414.35212553804195
3438, -3.2708526184841396, -3.270852618484141, 288.43283443200085, 452.60740818399773
3439, -3.270852618484143, -3.2708526184841373, 290.1921076257971, 440.6854668984605
3440, -3.27085261848414, -3.270852618484142, 304.62057711187566, 427.75150742587346
3441, -3.270852618484141, -3.270852618484138, 310.9957619362982, 413.6048705312961
3442, -3.2708526184841404, -3.270852618484144, 266.54888428966234, 464.9264942399922
3443, -3.2708526184841387, -3.270852618484141, 290.34155862714607, 440.83491789980997
3444, -3.2708526184841413, -3.27085261848414, 306.8623421321127, 429.9932724461103
3445, -3.270852618484143, -3.2708526184841413, 314.7491063812231, 424.19882221588773
3446, -3.270852618484139, -3.2708526184841387, 304.1722241078283, 427.3031544218258
3447, -3.2708526184841413, -3.270852618484138, 290.05972603564464, 447.3936925479747
3448, -3.2708526184841364, -3.27085261848414, 311.29466393899645, 413.9037725339944
3449, -3.2708526184841413, -3.270852618484145, 267.89394330180465, 466.27155325213425
3450, -3.2708526184841387, -3.2708526184841373, 311.47825376273886, 427.76857683707
3451, -3.270852618484143, -3.27085261848414, 287.9674120167569, 445.3013785290871
3452, -3.270852618484141, -3.2708526184841413, 293.61241124563026, 437.2651632786274
3453, -3.2708526184841396, -3.270852618484143, 292.26735223348817, 435.9201042664854
3454, -3.270852618484139, -3.2708526184841404, 311.7771557654372, 428.06747883976834
3455, -3.270852618484142, -3.2708526184841418, 297.61344945966346, 427.58498701332763
3456, -3.2708526184841396, -3.27085261848414, 288.4157650208042, 445.74973153313437
3457, -3.270852618484138, -3.27085261848414, 281.12680477709023, 452.1419857687535
3458, -3.2708526184841396, -3.270852618484138, 302.41295091403214, 439.22509570736287
3459, -3.2708526184841493, -3.270852618484141, 272.6593059337801, 464.196308644443
3460, -3.270852618484137, -3.2708526184841413, 282.15589237533726, 446.3304661273343
3461, -3.270852618484141, -3.2708526184841404, 316.0941653933652, 425.54388122802976
3462, -3.270852618484137, -3.270852618484137, 286.78887341716023, 450.96344716915695
3463, -3.2708526184841418, -3.27085261848414, 299.5563124772022, 429.52785003086615
3464, -3.2708526184841387, -3.2708526184841378, 294.5091172537249, 438.16186928672215
3465, -3.2708526184841387, -3.27085261848414, 290.78991163119343, 441.2832709038573
3466, -3.2708526184841396, -3.2708526184841435, 301.7810080862424, 424.9119384002401
3467, -3.27085261848414, -3.2708526184841404, 304.1551546966316, 420.4454777709627
3468, -3.270852618484142, -3.270852618484141, 287.08777541985876, 451.2623491718554
3469, -3.270852618484141, -3.270852618484143, 293.33057865412866, 443.8239379267926
3470, -3.270852618484138, -3.2708526184841413, 297.46399845831434, 427.43553601197857
3471, -3.2708526184841413, -3.2708526184841378, 305.38490152981797, 435.356439083482
3472, -3.27085261848414, -3.2708526184841413, 297.7970392834058, 441.44979131640315
3473, -3.2708526184841396, -3.270852618484139, 302.5453325041846, 432.51687005784873
3474, -3.2708526184841378, -3.2708526184841378, 311.8924679443928, 414.50157653939095
3475, -3.2708526184841435, -3.27085261848414, 291.8531380518342, 449.1871045641642
3476, -3.2708526184841387, -3.2708526184841378, 294.5091172537249, 438.16186928672215
3477, -3.270852618484138, -3.2708526184841418, 291.0888136338917, 441.58217290655574
3478, -3.270852618484141, -3.2708526184841404, 272.79168752393247, 457.48808299492913
3479, -3.270852618484142, -3.2708526184841404, 305.66673412131973, 428.7976644353172
3480, -3.2708526184841413, -3.270852618484141, 317.42215499431063, 420.0312635893088
3481, -3.270852618484139, -3.2708526184841396, 301.798077497439, 431.7696150511031
3482, -3.2708526184841387, -3.270852618484139, 277.25814815320956, 455.11393638453944
3483, -3.270852618484143, -3.2708526184841373, 314.30075337717585, 423.7504692118401
3484, -3.2708526184841413, -3.270852618484143, 279.6322947635991, 450.6474757552626
3485, -3.2708526184841418, -3.2708526184841418, 284.0816859816796, 441.41565249400975
3486, -3.2708526184841418, -3.2708526184841387, 276.2290605549623, 460.9254560259589
3487, -3.270852618484142, -3.270852618484139, 304.9365485257708, 434.9080860794346
3488, -3.270852618484138, -3.2708526184841404, 296.584361861416, 433.3965066547469
3489, -3.2708526184841404, -3.2708526184841418, 297.015645454267, 426.9871830079313
3490, -3.2708526184841404, -3.2708526184841396, 291.68661763928833, 442.179976911952
3491, -3.2708526184841435, -3.2708526184841413, 279.05156016939935, 456.90734840072923
3492, -3.2708526184841373, -3.2708526184841413, 285.87509799786886, 443.20906451019937
3493, -3.270852618484137, -3.2708526184841427, 295.98655785601966, 432.79870264935056
3494, -3.270852618484139, -3.2708526184841378, 304.7700281132248, 427.9009584272223
3495, -3.2708526184841387, -3.2708526184841427, 309.83429274789853, 426.12461582222977
3496, -3.270852618484141, -3.2708526184841444, 265.95108028426597, 464.32869023459585
3497, -3.2708526184841396, -3.27085261848414, 301.94752849878813, 431.9190660524522
3498, -3.2708526184841378, -3.270852618484138, 300.43594907410005, 423.5668793880977
3499, -3.270852618484139, -3.270852618484143, 308.92051732860705, 418.3702331632718
3500, -3.27085261848414, -3.270852618484142, 282.7536963807339, 446.9282701327309
3501, -3.270852618484138, -3.27085261848414, 281.12680477709023, 452.1419857687535
3502, -3.270852618484142, -3.2708526184841444, 298.0959412861042, 441.7486933191016
3503, -3.2708526184841413, -3.2708526184841396, 297.3145474569652, 427.2860850106291
3504, -3.2708526184841396, -3.2708526184841418, 275.18290354551846, 459.87929901651495
3505, -3.270852618484141, -3.270852618484142, 310.8804497573424, 427.1707728316737
3506, -3.2708526184841418, -3.2708526184841396, 283.20204938478145, 447.37662313677816
3507, -3.2708526184841404, -3.2708526184841458, 311.0299007586916, 427.32022383302285
3508, -3.270852618484138, -3.270852618484141, 297.91235146236164, 427.8838890160258
3509, -3.27085261848414, -3.27085261848414, 282.9202167932797, 453.9353977849432
3510, -3.270852618484142, -3.2708526184841413, 280.0806477676463, 451.09582875931
3511, -3.2708526184841413, -3.2708526184841396, 287.20308759881453, 437.696446871478
3512, -3.2708526184841396, -3.2708526184841387, 306.2474687155195, 422.53779178985036
3513, -3.2708526184841404, -3.2708526184841413, 266.9972372937098, 465.3748472440394
3514, -3.270852618484141, -3.270852618484143, 279.49991317344654, 457.3557014047769
3515, -3.2708526184841413, -3.270852618484138, 307.59252772766166, 423.8828508019926
3516, -3.2708526184841435, -3.2708526184841396, 293.77893165817625, 444.2722909308399
3517, -3.2708526184841413, -3.2708526184841387, 303.8562526939334, 420.1465757682645
3518, -3.27085261848414, -3.2708526184841413, 311.32880276138974, 427.619125835721
3519, -3.2708526184841418, -3.2708526184841396, 285.7427164077166, 449.9172901597131
3520, -3.2708526184841404, -3.2708526184841444, 308.0238113205123, 417.4735271551771
3521, -3.2708526184841418, -3.2708526184841396, 285.7427164077166, 449.9172901597131
3522, -3.27085261848414, -3.2708526184841435, 302.39588150283555, 432.36741905649984
3523, -3.27085261848414, -3.27085261848414, 282.9202167932797, 453.9353977849432
3524, -3.2708526184841418, -3.2708526184841413, 292.117901232139, 435.7706532651363
3525, -3.2708526184841418, -3.270852618484142, 301.93045908759143, 425.0613894015893
3526, -3.270852618484141, -3.2708526184841427, 285.57619599517074, 442.9101625075012
3527, -3.270852618484143, -3.2708526184841418, 278.00540315995534, 455.8611913912854
3528, -3.2708526184841387, -3.270852618484142, 308.8052051496512, 431.9361354636491
3529, -3.270852618484138, -3.2708526184841418, 304.18929351902494, 434.1608310726893
3530, -3.2708526184841418, -3.2708526184841444, 275.0334525441694, 459.72984801516606
3531, -3.2708526184841413, -3.2708526184841387, 268.7735798987027, 460.31058260936555
3532, -3.2708526184841373, -3.270852618484139, 272.34333451988493, 457.0397299908813
3533, -3.2708526184841373, -3.2708526184841413, 297.34868627935833, 441.00143831235573
3534, -3.270852618484143, -3.2708526184841378, 306.71289113076364, 429.843821444761
3535, -3.270852618484142, -3.270852618484141, 287.08777541985876, 451.2623491718554
3536, -3.2708526184841413, -3.2708526184841396, 287.20308759881453, 437.696446871478
3537, -3.2708526184841396, -3.2708526184841427, 288.84704861365486, 439.3404078863187
3538, -3.2708526184841387, -3.270852618484139, 287.8350304266043, 452.0096041786011
3539, -3.270852618484143, -3.270852618484139, 274.58509954012214, 459.2814950111184
3540, -3.2708526184841413, -3.2708526184841418, 284.39765739557447, 448.57223114757124
3541, -3.2708526184841413, -3.2708526184841396, 265.50272728021855, 463.8803372305481
3542, -3.2708526184841435, -3.2708526184841418, 276.8097951491623, 454.6655833804923
3543, -3.2708526184841435, -3.2708526184841378, 276.36144214511495, 454.21723037644466
3544, -3.27085261848414, -3.270852618484141, 294.8250886676199, 445.3184479402837
3545, -3.2708526184841435, -3.270852618484143, 290.65753004104124, 447.99149655337163
3546, -3.270852618484138, -3.27085261848414, 301.3667939045882, 438.17893869791885
3547, -3.2708526184841378, -3.2708526184841364, 305.068930115923, 428.19986042992036
3548, -3.2708526184841404, -3.2708526184841413, 312.22550876948463, 428.51583184381576
3549, -3.270852618484139, -3.2708526184841418, 282.1729617865342, 453.18814277819763
3550, -3.2708526184841378, -3.270852618484138, 277.55705015590775, 455.41283838723757
3551, -3.270852618484147, -3.2708526184841413, 275.315285135671, 453.17107336700093
3552, -3.2708526184841404, -3.270852618484142, 270.86589391759037, 462.40289662825353
3553, -3.27085261848414, -3.2708526184841404, 300.9184409005409, 437.73058569387166
3554, -3.2708526184841387, -3.270852618484143, 302.263499912683, 439.075644706014
3555, -3.2708526184841418, -3.2708526184841413, 295.53820485197235, 432.350349645303
3556, -3.270852618484139, -3.2708526184841396, 291.9855196419866, 442.47887891465024
3557, -3.270852618484139, -3.2708526184841396, 292.43387264603376, 442.9272319186974
3558, -3.27085261848414, -3.2708526184841427, 296.00362726721636, 439.65637930021376
3559, -3.270852618484137, -3.270852618484141, 302.9936855082318, 432.9652230618961
3560, -3.27085261848414, -3.2708526184841404, 300.9184409005409, 437.73058569387166
3561, -3.2708526184841427, -3.2708526184841418, 283.6333329776321, 440.96729948996233
3562, -3.2708526184841427, -3.270852618484138, 278.3043051626535, 456.1600933939834
3563, -3.2708526184841413, -3.2708526184841387, 291.2553340464376, 448.5893005587678
3564, -3.2708526184841427, -3.2708526184841444, 319.3650180118494, 421.9741266068477
3565, -3.2708526184841413, -3.2708526184841404, 310.8463109349491, 413.45541952994705
3566, -3.2708526184841404, -3.2708526184841378, 284.38058798437777, 441.7145544967078
3567, -3.270852618484137, -3.2708526184841427, 271.7625999256851, 463.2996026363483
3568, -3.270852618484141, -3.27085261848414, 289.8932056230988, 440.38656489576255
3569, -3.2708526184841418, -3.270852618484139, 271.463697922987, 463.00070063364984
3570, -3.270852618484136, -3.2708526184841387, 267.445590297757, 465.8232002480864
3571, -3.270852618484139, -3.2708526184841427, 293.1811276527795, 443.6744869254433
3572, -3.270852618484137, -3.27085261848414, 298.06180246371065, 428.0333400173751
3573, -3.27085261848414, -3.2708526184841458, 298.84319629284965, 442.4959483258473
3574, -3.2708526184841435, -3.270852618484138, 311.14521293764744, 413.7543215326452
3575, -3.2708526184841356, -3.270852618484143, 283.05259838343187, 447.22717213542916
3576, -3.2708526184841404, -3.2708526184841404, 298.6596064691072, 428.6311440227714
3577, -3.2708526184841387, -3.270852618484139, 287.8350304266043, 452.0096041786011
3578, -3.270852618484139, -3.270852618484138, 289.3124710288988, 446.6464375412291
3579, -3.2708526184841413, -3.2708526184841373, 274.7345505414711, 459.43094601246736
3580, -3.2708526184841418, -3.270852618484138, 296.4349108600671, 433.24705565339747
3581, -3.27085261848413, -3.2708526184841418, 294.0607642496775, 437.7135162826749
3582, -3.2708526184841435, -3.2708526184841378, 276.36144214511495, 454.21723037644466
3583, -3.270852618484139, -3.2708526184841404, 283.9322349803303, 441.2662014926606
3584, -3.2708526184841396, -3.270852618484142, 314.89855738257216, 424.34827321723685
3585, -3.270852618484141, -3.2708526184841387, 287.6514406028619, 438.14479987552556
3586, -3.270852618484141, -3.2708526184841373, 266.24998228696415, 464.62759223729347
3587, -3.27085261848414, -3.2708526184841413, 297.7970392834058, 441.44979131640315
3588, -3.2708526184841387, -3.2708526184841427, 298.2453922874532, 441.89814432045057
3589, -3.270852618484142, -3.2708526184841413, 282.02351078518507, 453.0386917768485
3590, -3.2708526184841396, -3.270852618484138, 288.1339324293026, 452.30850618129915
3591, -3.27085261848414, -3.2708526184841404, 285.4267449938214, 442.76071150615195
3592, -3.2708526184841427, -3.270852618484141, 304.4540566993301, 420.74437977366125
3593, -3.270852618484138, -3.2708526184841378, 305.64966471012286, 421.9399877844538
3594, -3.2708526184841404, -3.2708526184841396, 318.16941000105646, 420.7785185960545
3595, -3.2708526184841404, -3.2708526184841404, 294.22728466222344, 444.72064393488733
3596, -3.2708526184841444, -3.270852618484142, 277.70650115725715, 455.5622893885872
3597, -3.270852618484139, -3.270852618484143, 282.6213147905814, 453.63649578224533
3598, -3.27085261848414, -3.2708526184841413, 304.9194791145739, 428.05040942857164
3599, -3.2708526184841396, -3.270852618484139, 289.2954016177022, 439.7887608903661
3600, -3.270852618484138, -3.2708526184841387, 294.9404008465756, 431.7525456399064
3601, -3.487414443840907, -3.4874144438409096, 292.91670685891734, 488.8262919002556
3602, -3.4874144438409056, -3.4874144438409083, 327.9574985557477, 458.5638885833067
3603, -3.4874144438409096, -3.48741444384091, 284.11484712010457, 494.5362532756161
